,worker_id,rev_id,aggression,aggression_score,gender,english_first_language,age_group,education
0,0,302547210.25415444,0.35386119257087,-0.4613880742913001,male,0,18-30,hs
1,4,301965322.32655245,0.13276231263383298,-0.2334047109207709,male,0,30-45,hs
2,5,301900664.09310347,0.10689655172413794,-0.1724137931034483,male,0,18-30,bachelors
3,7,298371323.7012609,0.16391852570320078,-0.11348205625606207,male,0,18-30,bachelors
4,8,290548442.6641294,0.18173168411037108,0.2159847764034253,male,0,30-45,hs
5,10,297882412.9228835,0.07795473595976529,-0.18105616093880972,male,0,30-45,bachelors
6,11,303516274.59118646,0.11728813559322034,-0.1871186440677966,male,0,30-45,professional
7,12,304214224.32952183,0.30561330561330563,0.40124740124740127,male,0,30-45,professional
8,14,302742928.821894,0.09730668983492616,-0.12250217202432667,male,0,30-45,bachelors
9,16,293933057.74515235,0.01662049861495845,-0.013850415512465374,male,0,30-45,masters
10,21,305127874.3937126,0.12724550898203593,-0.3278443113772455,female,0,18-30,masters
11,22,297274687.34846264,0.1595900439238653,-0.3850658857979502,male,0,18-30,masters
12,23,306207314.76,0.16296296296296298,-0.4088888888888889,female,0,30-45,masters
13,24,299352217.69087523,0.34450651769087526,-0.3649906890130354,female,0,18-30,masters
14,25,289231015.1021898,0.1845672575599583,-0.19290928050052136,male,0,30-45,hs
15,26,303781951.16390586,0.09328683522231909,-0.06364428945074106,male,0,30-45,professional
16,27,300491611.4324324,0.1762632197414806,0.15158636897767333,male,0,18-30,hs
17,30,298983552.7939655,0.2,-0.22413793103448276,female,0,30-45,bachelors
18,33,295323230.9686636,0.13179723502304147,-0.013824884792626729,male,0,30-45,professional
19,34,309103922.9108911,0.0855085508550855,-0.10531053105310531,female,0,30-45,bachelors
20,35,295803240.09713227,0.16743755781683625,-0.17391304347826086,male,0,18-30,bachelors
21,36,299052911.1016771,0.16247379454926625,-0.11740041928721175,male,0,30-45,hs
22,37,301568959.2520623,0.13748854262144822,-0.12740604949587533,male,0,18-30,masters
23,40,305323365.9957402,0.12566560170394037,-0.1650692225772098,male,0,30-45,masters
24,44,301514085.1835148,0.33981337480559876,-0.30404354587869364,male,0,30-45,professional
25,45,301440948.96961325,0.17955801104972377,-0.12154696132596685,male,0,18-30,bachelors
26,46,302516359.7889667,0.2819614711033275,-0.45096322241681264,male,0,18-30,bachelors
27,47,298640132.7701961,0.23686274509803923,-0.4031372549019608,male,0,18-30,bachelors
28,48,291426671.90997833,0.13449023861171366,-0.1561822125813449,male,0,30-45,hs
29,49,306067459.33439493,0.1751592356687898,-0.16401273885350318,male,0,18-30,professional
30,50,294329709.1544118,0.09803921568627451,-0.1315359477124183,female,0,18-30,hs
31,51,306304596.011745,0.11241610738255034,0.2634228187919463,male,0,30-45,hs
32,54,292369465.28897715,0.0913604766633565,-0.19960278053624628,female,0,45-60,some
33,56,297042264.9181223,0.25327510917030566,-0.6233624454148472,male,0,30-45,bachelors
34,57,304577605.1968504,0.41819772528433946,-0.7191601049868767,male,0,18-30,masters
35,58,297357978.81306016,0.18181818181818182,-0.14084507042253522,female,0,30-45,bachelors
36,59,309310411.82091,0.1393998063891578,-0.26040658276863504,male,1,30-45,masters
37,60,314246078.634981,0.14068441064638784,-0.12547528517110265,male,0,30-45,bachelors
38,62,299654034.13562894,0.14054813773717498,-0.151791988756149,male,0,45-60,bachelors
39,63,306858161.50584483,0.17109458023379384,-0.20935175345377258,female,0,18-30,masters
40,64,300893361.9325397,0.14384920634920634,-0.18452380952380953,male,0,30-45,masters
41,65,304595396.202346,0.0801564027370479,-0.20821114369501467,male,0,Under 18,hs
42,66,304833926.03149605,0.08464566929133858,-0.1171259842519685,male,0,18-30,masters
43,67,296210081.6941704,0.09865470852017937,-0.07713004484304933,male,0,18-30,hs
44,69,305674397.21907216,0.1254295532646048,-0.14432989690721648,male,0,30-45,hs
45,71,296255666.5987395,0.07352941176470588,-0.018907563025210083,male,0,18-30,bachelors
46,77,309161313.921875,0.11647727272727272,1.2045454545454546,female,1,30-45,some
47,80,290292986.38977957,0.10320641282565131,1.5,male,0,30-45,masters
48,81,291338535.1621622,0.22113022113022113,-0.3652743652743653,male,0,18-30,professional
49,82,282999497.3552239,0.3402985074626866,-0.36716417910447763,female,0,18-30,bachelors
50,84,296503521.90833336,0.075,-0.06111111111111111,female,0,18-30,hs
51,86,299442282.8986667,0.06133333333333333,0.021333333333333333,female,0,45-60,some
52,87,324288338.5686275,0.058823529411764705,0.006535947712418301,female,1,45-60,hs
53,89,298091012.513465,0.11490125673249552,-0.0718132854578097,male,1,18-30,bachelors
54,90,305695684.6163424,0.0311284046692607,-0.058365758754863814,male,0,30-45,bachelors
55,93,301140121.7119565,0.05434782608695652,0.09239130434782608,male,0,18-30,professional
56,97,287276666.48507464,0.1328358208955224,-0.3283582089552239,male,0,30-45,hs
57,98,298757406.71467394,0.1585144927536232,-0.2563405797101449,male,0,18-30,hs
58,101,300271737.5625774,0.34324659231722426,-0.43370508054522927,female,0,30-45,hs
59,103,311552317.07285714,0.12428571428571429,-0.15285714285714286,male,0,18-30,hs
60,104,312045205.61944443,0.09166666666666666,-0.1638888888888889,female,1,30-45,bachelors
61,105,304071059.7295174,0.2143658810325477,-0.22895622895622897,female,0,30-45,masters
62,106,304183645.3130435,0.19130434782608696,0.49130434782608695,male,0,18-30,bachelors
63,109,309563344.61811393,0.24556489262371614,-0.31092436974789917,male,0,18-30,hs
64,110,302966509.5385514,0.1764018691588785,-0.11214953271028037,female,0,30-45,masters
65,113,313901367.8623549,0.12106135986733002,0.5655058043117744,male,0,30-45,masters
66,114,299960233.389755,0.1403118040089087,-0.33853006681514475,male,0,18-30,masters
67,115,306286758.76352394,0.13446676970633695,-0.1391035548686244,female,0,18-30,bachelors
68,116,299616678.12744266,0.08071367884451996,-0.12064570943075616,male,0,30-45,bachelors
69,117,304112399.56,0.2497560975609756,-0.3931707317073171,female,0,30-45,bachelors
70,118,302203722.52350426,0.19764957264957264,-0.1858974358974359,female,1,45-60,hs
71,120,312099472.1142857,0.0,1.5714285714285714,male,0,30-45,bachelors
72,121,302873089.50708216,0.09631728045325778,-0.10764872521246459,male,0,18-30,bachelors
73,122,299095917.10828024,0.06210191082802548,-0.09235668789808917,male,0,18-30,bachelors
74,123,301305407.4182243,0.29439252336448596,-0.3878504672897196,male,0,30-45,bachelors
75,126,310341920.0711893,0.0711892797319933,-0.025963149078726967,male,0,18-30,bachelors
76,127,308125348.1651143,0.14563928873835733,-0.23962743437764605,male,0,30-45,bachelors
77,128,313570962.565,0.12,-0.189,male,0,18-30,hs
78,129,285953327.7013889,0.14814814814814814,-0.1550925925925926,female,0,18-30,bachelors
79,130,296187835.960471,0.09840201850294365,-0.1261564339781329,male,0,30-45,hs
80,132,299396928.8859416,0.20159151193633953,-0.3059239610963749,male,0,Over 60,bachelors
81,133,294116763.31989247,0.21774193548387097,-0.1586021505376344,male,0,30-45,masters
82,134,306150652.9619565,0.03804347826086957,-0.06521739130434782,male,0,18-30,bachelors
83,135,299145552.6671924,0.11198738170347003,-0.30441640378548895,male,0,,hs
84,136,303539892.9495935,0.1821138211382114,0.03577235772357724,female,0,30-45,hs
85,139,315647923.4494382,0.1198501872659176,-0.21348314606741572,male,0,30-45,professional
86,140,298477637.0264599,0.19343065693430658,-0.20346715328467152,male,0,18-30,bachelors
87,141,301832361.2820097,0.29821717990275526,-0.3387358184764992,male,0,30-45,hs
88,142,295143383.1594388,0.15178571428571427,-0.26785714285714285,female,0,30-45,bachelors
89,144,287128654.44473344,0.1625487646293888,-0.18855656697009102,male,0,30-45,bachelors
90,148,293802965.43892753,0.13704071499503476,-0.020854021847070508,male,0,30-45,hs
91,150,286246462.25870067,0.2308584686774942,-0.07192575406032482,male,0,30-45,masters
92,151,311086684.0403147,0.14749262536873156,-0.04523107177974434,male,0,30-45,hs
93,155,300323371.587,0.335,-0.364,male,0,,hs
94,156,304885924.24187255,0.14044213263979194,-0.17685305591677503,male,0,45-60,hs
95,159,294627324.59338313,0.14087513340448238,-0.2849519743863394,male,0,30-45,hs
96,160,293540677.38235295,0.21507352941176472,-0.20588235294117646,male,0,30-45,bachelors
97,161,310646471.02237135,0.28635346756152125,-0.3422818791946309,female,0,45-60,masters
98,162,301655026.640625,0.1171875,-0.029296875,male,0,30-45,masters
99,163,297446872.973913,0.26956521739130435,-0.3753623188405797,female,0,30-45,hs
100,164,289309499.4130758,0.27191679049034173,-0.3967310549777117,female,0,30-45,bachelors
101,166,306255795.5650447,0.09731876861966236,-0.18768619662363456,male,0,45-60,professional
102,167,299251883.36175394,0.1900121802679659,-0.14859926918392205,female,0,18-30,professional
103,168,299157007.2022472,0.11910112359550562,-0.0022471910112359553,female,0,30-45,hs
104,173,306181387.1944444,0.2857142857142857,0.13095238095238096,male,1,18-30,bachelors
105,176,298923568.017017,0.13213213213213212,-0.12012012012012012,male,0,18-30,hs
106,177,289650075.8308751,0.17699115044247787,-0.27335299901671584,male,0,45-60,hs
107,180,294326225.9435173,0.16174582798459564,-0.14762516046213095,male,0,18-30,bachelors
108,181,311780534.24795324,0.05847953216374269,-0.056140350877192984,male,0,30-45,bachelors
109,183,294125711.2702381,0.24523809523809523,-0.3,female,0,30-45,bachelors
110,186,298126704.74093264,0.22107081174438686,-0.33506044905008636,female,0,30-45,bachelors
111,188,308494979.5558282,0.13006134969325153,-0.029447852760736196,female,1,30-45,hs
112,189,304057004.84856397,0.660574412532637,-1.681462140992167,male,0,30-45,masters
113,190,308920833.18568665,0.11411992263056092,-0.0029013539651837525,male,0,30-45,hs
114,193,299749305.829932,0.1467444120505345,-0.1292517006802721,male,0,18-30,bachelors
115,196,306412051.1509716,0.07623318385650224,-0.11883408071748879,male,0,18-30,hs
116,198,274611233.2645349,0.1686046511627907,-0.00872093023255814,female,0,45-60,masters
117,200,310252156.9666065,0.13086642599277978,-0.3203971119133574,male,0,45-60,hs
118,206,295054894.50259066,0.17875647668393782,-0.22020725388601037,female,0,18-30,hs
119,208,292202189.7813954,0.23953488372093024,-0.2802325581395349,female,1,30-45,hs
120,209,297551178.6743421,0.21710526315789475,0.4506578947368421,male,0,Under 18,hs
121,210,300369184.47146404,0.15384615384615385,0.34491315136476425,male,1,30-45,professional
122,211,297947506.099,0.088,-0.108,male,0,30-45,bachelors
123,212,297827664.6295987,0.1346153846153846,-0.27424749163879597,male,0,18-30,bachelors
124,213,312358183.30588233,0.14823529411764705,-0.13411764705882354,female,0,18-30,bachelors
125,214,295954897.79268295,0.21689895470383275,-0.25261324041811845,female,0,30-45,bachelors
126,215,318499827.0243902,0.1406025824964132,-0.13773314203730272,male,0,30-45,hs
127,217,305304189.91751087,0.13675832127351664,-0.2662807525325615,male,0,18-30,bachelors
128,219,288633296.80093676,0.09601873536299765,-0.1358313817330211,male,1,,bachelors
129,221,297510874.4516129,0.06682027649769585,-0.12211981566820276,female,0,30-45,bachelors
130,222,302572842.4152893,0.18801652892561985,-0.18801652892561985,male,0,30-45,hs
131,223,302394219.4717445,0.20147420147420148,-0.14987714987714987,male,0,30-45,professional
132,224,300403843.25330395,0.10572687224669604,-0.21806167400881057,male,0,18-30,hs
133,225,304866804.22047246,0.048556430446194225,-0.028871391076115485,male,1,18-30,hs
134,226,311239155.7043919,0.13175675675675674,-0.12331081081081081,male,1,30-45,bachelors
